Date,Gold,Silver,DXY,SP500,VIX,Oil,Treasury10Y,Euro
2005-01-26,426.8999938964844,6.793000221252441,83.30000305175781,1174.0699462890625,13.4399995803833,48.779998779296875,4.191999912261963,1.307805061340332
2005-01-27,426.29998779296875,6.808000087738037,83.43000030517578,1174.550048828125,13.239999771118164,48.84000015258789,4.206999778747559,1.304103970527649
2005-01-28,425.79998779296875,6.784999847412109,83.4800033569336,1171.3599853515625,13.239999771118164,47.18000030517578,4.138000011444092,1.3044953346252441
2005-01-31,421.79998779296875,6.736999988555908,83.5999984741211,1181.27001953125,12.819999694824219,48.20000076293945,4.132999897003174,1.305193305015564
2005-02-01,420.79998779296875,6.71999979019165,83.44999694824219,1189.4100341796875,12.029999732971191,47.119998931884766,4.136000156402588,1.3039000034332275
2005-02-02,421.1000061035156,6.739999771118164,83.5199966430664,1193.18994140625,11.65999984741211,46.689998626708984,4.139999866485596,1.3032032251358032
2005-02-03,416.6000061035156,6.666999816894531,83.97000122070312,1189.8900146484375,11.789999961853027,46.45000076293945,4.163000106811523,1.2972019910812378
2005-02-04,414.0,6.625,84.38999938964844,1203.030029296875,11.210000038146973,46.47999954223633,4.072999954223633,1.2857933044433594
2005-02-07,413.6000061035156,6.545000076293945,85.04000091552734,1201.719970703125,11.729999542236328,45.279998779296875,4.052000045776367,1.2764055728912354
2005-02-08,412.6000061035156,6.546999931335449,85.0999984741211,1202.300048828125,11.600000381469727,45.400001525878906,4.0370001792907715,1.2769924402236938
2005-02-09,412.8999938964844,6.580999851226807,85.0199966430664,1191.989990234375,12.0,45.459999084472656,3.9769999980926514,1.281295657157898
2005-02-10,417.20001220703125,6.955999851226807,84.54000091552734,1197.010009765625,11.510000228881836,47.099998474121094,4.072999954223633,1.287597894668579
2005-02-11,420.5,7.201000213623047,84.56999969482422,1205.300048828125,11.430000305175781,47.15999984741211,4.09499979019165,1.2856941223144531
2005-02-14,425.79998779296875,7.333000183105469,83.95999908447266,1206.1400146484375,11.520000457763672,47.439998626708984,4.072999954223633,1.2973029613494873
2005-02-15,425.8999938964844,7.353000164031982,83.58999633789062,1210.1199951171875,11.270000457763672,47.2599983215332,4.0980000495910645,1.3016934394836426
2005-02-16,425.5,7.248000144958496,83.66999816894531,1210.3399658203125,11.100000381469727,48.33000183105469,4.1579999923706055,1.3023037910461426
2005-02-17,427.29998779296875,7.364999771118164,83.47000122070312,1200.75,11.770000457763672,47.540000915527344,4.184999942779541,1.307497262954712
2005-02-18,427.1000061035156,7.413000106811523,83.48999786376953,1201.5899658203125,11.180000305175781,48.349998474121094,4.260000228881836,1.3068991899490356
2005-02-22,434.5,7.517000198364258,82.41000366210938,1184.1600341796875,13.140000343322754,51.150001525878906,4.284999847412109,1.3261016607284546
2005-02-23,434.8999938964844,7.440999984741211,82.68000030517578,1190.800048828125,12.390000343322754,51.16999816894531,4.26800012588501,1.3203063011169434
2005-02-24,434.5,7.38100004196167,82.87999725341797,1200.199951171875,11.569999694824219,51.38999938964844,4.281000137329102,1.3183046579360962
2005-02-25,434.8999938964844,7.290999889373779,82.66000366210938,1211.3699951171875,11.489999771118164,51.4900016784668,4.271999835968018,1.3246086835861206
2005-02-28,436.5,7.359000205993652,82.51000213623047,1203.5999755859375,12.079999923706055,51.75,4.359000205993652,1.3217023611068726
2005-03-01,432.8999938964844,7.229000091552734,82.7699966430664,1210.4100341796875,12.039999961853027,51.68000030517578,4.372000217437744,1.3171932697296143
2005-03-02,432.79998779296875,7.307000160217285,83.08000183105469,1210.0799560546875,12.5,53.04999923706055,4.379000186920166,1.3135944604873657
2005-03-03,429.8999938964844,7.229000091552734,83.27999877929688,1210.469970703125,12.930000305175781,53.56999969482422,4.382999897003174,1.3105987310409546
2005-03-04,434.20001220703125,7.348999977111816,82.54000091552734,1222.1199951171875,11.9399995803833,53.779998779296875,4.309999942779541,1.3246963024139404
2005-03-07,435.0,7.359000205993652,82.79000091552734,1225.31005859375,12.260000228881836,53.88999938964844,4.303999900817871,1.3221917152404785
2005-03-08,440.29998779296875,7.501999855041504,81.9800033569336,1219.4300537109375,12.399999618530273,54.59000015258789,4.375,1.3352025747299194
2005-03-09,442.1000061035156,7.604000091552734,81.62999725341797,1207.010009765625,12.699999809265137,54.77000045776367,4.513999938964844,1.3377031087875366
2005-03-10,442.79998779296875,7.492000102996826,81.56999969482422,1209.25,12.489999771118164,53.540000915527344,4.459000110626221,1.3437970876693726
2005-03-11,446.20001220703125,7.534999847412109,81.41999816894531,1200.0799560546875,12.800000190734863,54.43000030517578,4.534999847412109,1.3472912311553955
2005-03-14,441.1000061035156,7.380000114440918,81.97000122070312,1206.8299560546875,12.390000343322754,54.95000076293945,4.515999794006348,1.3365052938461304
2005-03-15,440.8999938964844,7.376999855041504,82.12000274658203,1197.75,13.149999618530273,55.04999923706055,4.541999816894531,1.3310085535049438
2005-03-16,443.70001220703125,7.425000190734863,81.62000274658203,1188.0699462890625,13.489999771118164,56.459999084472656,4.51800012588501,1.3410937786102295
2005-03-17,438.70001220703125,7.385000228881836,81.83999633789062,1190.2099609375,13.289999961853027,56.400001525878906,4.46999979019165,1.3379000425338745
2005-03-18,439.29998779296875,7.376999855041504,82.12999725341797,1189.6500244140625,13.140000343322754,56.720001220703125,4.511000156402588,1.332196593284607
2005-03-21,431.1000061035156,7.0970001220703125,82.87999725341797,1183.780029296875,13.609999656677246,56.619998931884766,4.525000095367432,1.3161011934280396
2005-03-22,431.29998779296875,7.070000171661377,83.36000061035156,1171.7099609375,14.270000457763672,56.029998779296875,4.610000133514404,1.3077024221420288
2005-03-23,425.20001220703125,6.9770002365112305,84.0,1172.530029296875,14.0600004196167,53.810001373291016,4.60699987411499,1.299291968345642
2005-03-24,424.70001220703125,6.933000087738037,84.12999725341797,1171.4200439453125,13.420000076293945,54.84000015258789,4.591000080108643,1.2931926250457764
2005-03-28,425.8999938964844,6.909999847412109,84.62000274658203,1174.280029296875,13.75,54.04999923706055,4.624000072479248,1.289507269859314
2005-03-29,426.0,7.01200008392334,84.31999969482422,1165.3599853515625,14.489999771118164,54.22999954223633,4.591000080108643,1.2937949895858765
2005-03-31,428.70001220703125,7.190999984741211,84.05999755859375,1180.5899658203125,14.020000457763672,55.400001525878906,4.495999813079834,1.2966973781585693
2005-04-01,425.8999938964844,6.989999771118164,84.43000030517578,1172.9200439453125,14.09000015258789,57.27000045776367,4.451000213623047,1.2909055948257446
2005-04-04,423.8999938964844,7.019999980926514,84.77999877929688,1176.1199951171875,14.109999656677246,57.0099983215332,4.455999851226807,1.285000205039978
2005-04-05,424.5,7.039000034332275,84.66000366210938,1181.3900146484375,13.680000305175781,56.040000915527344,4.46999979019165,1.2857933044433594
2005-04-06,427.1000061035156,7.116000175476074,84.68000030517578,1184.0699462890625,13.149999618530273,55.849998474121094,4.435999870300293,1.2867032289505005
2005-04-07,426.5,7.071000099182129,84.87000274658203,1191.1400146484375,12.329999923706055,54.11000061035156,4.4720001220703125,1.285000205039978
2005-04-08,426.8999938964844,7.160999774932861,84.47000122070312,1181.199951171875,12.619999885559082,53.31999969482422,4.491000175476074,1.2934937477111816
2005-04-11,428.6000061035156,7.250999927520752,84.16000366210938,1181.2099609375,11.979999542236328,53.709999084472656,4.445000171661377,1.2971009016036987
2005-04-12,427.6000061035156,7.151000022888184,84.41999816894531,1187.760009765625,11.300000190734863,51.86000061035156,4.360000133514404,1.2915056943893433
2005-04-13,429.29998779296875,7.2210001945495605,84.41999816894531,1173.7900390625,13.3100004196167,50.220001220703125,4.374000072479248,1.291205644607544
2005-04-14,424.0,7.056000232696533,85.0,1162.050048828125,14.529999732971191,51.130001068115234,4.357999801635742,1.2794922590255737
2005-04-15,424.8999938964844,7.01800012588501,84.55999755859375,1142.6199951171875,17.739999771118164,50.4900016784668,4.270999908447266,1.2870012521743774
2005-04-18,427.5,7.040999889373779,84.0,1145.97998046875,16.559999465942383,50.369998931884766,4.249000072479248,1.3017951250076294
2005-04-19,432.8999938964844,7.245999813079834,83.76000213623047,1152.780029296875,14.960000038146973,52.290000915527344,4.203000068664551,1.3065063953399658
2005-04-20,435.29998779296875,7.333000183105469,83.5199966430664,1137.5,16.920000076293945,52.439998626708984,4.210999965667725,1.3086949586868286
2005-04-21,433.0,7.2129998207092285,83.69999694824219,1159.949951171875,14.40999984741211,54.20000076293945,4.300000190734863,1.3046995401382446
2005-04-22,434.29998779296875,7.270999908447266,83.5,1152.1199951171875,15.380000114440918,55.38999938964844,4.255000114440918,1.3061991930007935
2005-04-25,434.6000061035156,7.25600004196167,83.81999969482422,1162.0999755859375,14.619999885559082,54.56999969482422,4.250999927520752,1.2993931770324707
2005-04-26,437.8999938964844,7.250999927520752,83.95999908447266,1151.8299560546875,14.90999984741211,54.20000076293945,4.267000198364258,1.2984988689422607
2005-04-27,433.0,7.133999824523926,84.12000274658203,1156.3800048828125,14.869999885559082,51.61000061035156,4.236999988555908,1.2921065092086792
2005-04-29,435.0,6.9019999504089355,84.43000030517578,1156.8499755859375,15.3100004196167,49.720001220703125,4.201000213623047,1.287597894668579
2005-05-02,429.5,6.840000152587891,84.48999786376953,1162.1600341796875,15.119999885559082,50.91999816894531,4.193999767303467,1.2846039533615112
2005-05-03,426.70001220703125,6.85099983215332,84.51000213623047,1161.1700439453125,14.529999732971191,49.5,4.185999870300293,1.2886930704116821
2005-05-04,429.0,6.98199987411499,84.0,1175.6500244140625,13.850000381469727,50.130001068115234,4.185999870300293,1.2950012683868408
2005-05-05,429.79998779296875,7.050000190734863,83.94000244140625,1172.6300048828125,13.979999542236328,50.83000183105469,4.1620001792907715,1.2956053018569946
2005-05-06,426.1000061035156,6.952000141143799,84.61000061035156,1171.3499755859375,14.050000190734863,50.959999084472656,4.265999794006348,1.2811970710754395
2005-05-09,426.20001220703125,7.066999912261963,84.63999938964844,1178.8399658203125,13.75,52.029998779296875,4.2779998779296875,1.2854957580566406
2005-05-10,427.20001220703125,7.099999904632568,84.44999694824219,1166.219970703125,14.90999984741211,52.06999969482422,4.2220001220703125,1.2886930704116821
2005-05-11,427.20001220703125,7.079999923706055,84.94000244140625,1171.1099853515625,14.449999809265137,50.45000076293945,4.202000141143799,1.2813942432403564
2005-05-12,421.6000061035156,6.947999954223633,85.48999786376953,1159.3599853515625,16.1200008392334,48.540000915527344,4.184000015258789,1.2681021690368652
2005-05-13,420.20001220703125,6.925000190734863,86.0999984741211,1154.050048828125,16.31999969482422,48.66999816894531,4.120999813079834,1.2616068124771118
2005-05-16,418.8999938964844,6.934999942779541,86.12000274658203,1165.68994140625,15.680000305175781,48.61000061035156,4.125,1.2639987468719482
2005-05-17,419.3999938964844,7.025000095367432,86.20999908447266,1173.800048828125,14.569999694824219,48.970001220703125,4.117000102996826,1.2603029012680054
2005-05-18,421.5,7.184999942779541,85.81999969482422,1185.56005859375,13.630000114440918,47.25,4.067999839782715,1.2681021690368652
2005-05-19,420.5,7.119999885559082,86.08999633789062,1191.0799560546875,13.319999694824219,46.91999816894531,4.107999801635742,1.2635036706924438
2005-05-20,417.3999938964844,6.934999942779541,86.62999725341797,1189.280029296875,13.140000343322754,46.79999923706055,4.125,1.2556977272033691
2005-05-23,416.6000061035156,6.949999809265137,86.4000015258789,1193.8599853515625,12.949999809265137,49.15999984741211,4.072000026702881,1.257102608680725
2005-05-24,417.5,6.98799991607666,86.37000274658203,1194.0699462890625,12.6899995803833,49.66999816894531,4.0370001792907715,1.2568024396896362
2005-05-25,418.79998779296875,7.123000144958496,86.3499984741211,1190.010009765625,12.579999923706055,50.97999954223633,4.072000026702881,1.2599060535430908
2005-05-26,418.0,7.1519999504089355,86.8499984741211,1197.6199951171875,12.239999771118164,51.0099983215332,4.080999851226807,1.251392126083374
2005-05-27,419.79998779296875,7.302000045776367,86.41999816894531,1198.780029296875,12.149999618530273,51.849998474121094,4.072999954223633,1.2581939697265625
2005-05-31,416.29998779296875,7.443999767303467,87.76000213623047,1191.5,13.289999961853027,51.970001220703125,4.00600004196167,1.2307995557785034
2005-06-01,415.29998779296875,7.507999897003174,88.11000061035156,1202.219970703125,12.359999656677246,54.599998474121094,3.9070000648498535,1.2196015119552612
2005-06-02,422.70001220703125,7.526000022888184,87.75,1204.2900390625,11.84000015258789,53.630001068115234,3.890000104904175,1.2266929149627686
2005-06-03,423.70001220703125,7.489999771118164,88.04000091552734,1196.02001953125,12.149999618530273,55.029998779296875,3.9790000915527344,1.223002314567566
2005-06-06,426.5,7.520999908447266,87.5999984741211,1197.510009765625,12.279999732971191,54.4900016784668,3.9619998931884766,1.2260010242462158
2005-06-07,424.79998779296875,7.428999900817871,87.48999786376953,1197.260009765625,12.390000343322754,53.7599983215332,3.9110000133514404,1.2278977632522583
2005-06-08,424.70001220703125,7.458000183105469,87.87999725341797,1194.6700439453125,12.699999809265137,52.540000915527344,3.940000057220459,1.2237954139709473
2005-06-09,424.20001220703125,7.257999897003174,88.06999969482422,1200.9300537109375,12.079999923706055,54.279998779296875,3.9649999141693115,1.2227928638458252
2005-06-10,427.3999938964844,7.276000022888184,88.69000244140625,1198.1099853515625,11.960000038146973,53.540000915527344,4.046999931335449,1.2136952877044678
2005-06-13,429.29998779296875,7.252999782562256,88.94999694824219,1200.8199462890625,11.649999618530273,55.619998931884766,4.085999965667725,1.211798071861267
2005-06-14,427.5,7.269000053405762,89.26000213623047,1203.9100341796875,11.789999961853027,55.0,4.126999855041504,1.202602505683899
2005-06-15,429.1000061035156,7.320000171661377,88.6500015258789,1206.5799560546875,11.460000038146973,55.56999969482422,4.114999771118164,1.2121946811676025
2005-06-16,436.20001220703125,7.360000133514404,88.72000122070312,1210.9599609375,11.149999618530273,56.58000183105469,4.076000213623047,1.2099066972732544
2005-06-17,438.29998779296875,7.329999923706055,87.7300033569336,1216.9599609375,11.479999542236328,58.470001220703125,4.078000068664551,1.2278977632522583
2005-06-20,438.3999938964844,7.296999931335449,88.48999786376953,1216.0999755859375,11.470000267028809,59.369998931884766,4.103000164031982,1.2151997089385986
2005-06-21,438.8999938964844,7.2870001792907715,88.18000030517578,1213.6099853515625,11.079999923706055,58.900001525878906,4.048999786376953,1.2174040079116821
2005-06-22,438.1000061035156,7.252999782562256,88.55999755859375,1213.8800048828125,11.050000190734863,58.09000015258789,3.944999933242798,1.212106466293335
2005-06-23,441.70001220703125,7.269999980926514,89.12000274658203,1200.72998046875,12.130000114440918,59.41999816894531,3.9590001106262207,1.2029062509536743
2005-06-24,440.5,7.2779998779296875,88.77999877929688,1191.5699462890625,12.180000305175781,59.84000015258789,3.9140000343322754,1.2098042964935303
2005-06-27,440.29998779296875,7.239999771118164,88.44999694824219,1190.68994140625,12.520000457763672,60.540000915527344,3.9019999504089355,1.2163970470428467
2005-06-28,436.3999938964844,7.0960001945495605,88.98999786376953,1201.5699462890625,11.579999923706055,58.20000076293945,3.9760000705718994,1.2073066234588623
2005-06-30,435.8999938964844,7.0279998779296875,89.11000061035156,1191.3299560546875,12.039999961853027,56.5,3.944999933242798,1.2091021537780762
2005-07-01,427.79998779296875,6.85099983215332,90.12999725341797,1194.43994140625,11.399999618530273,58.75,4.048999786376953,1.193602204322815
2005-07-05,422.8999938964844,6.829999923706055,90.44000244140625,1204.989990234375,11.680000305175781,59.59000015258789,4.098999977111816,1.1931037902832031
2005-07-06,423.5,6.915999889373779,90.37999725341797,1194.93994140625,12.270000457763672,61.279998779296875,4.074999809265137,1.1929045915603638
2005-07-07,423.29998779296875,6.948999881744385,90.27999877929688,1197.8699951171875,12.489999771118164,60.72999954223633,4.031000137329102,1.1945005655288696
2005-07-08,422.8999938964844,6.99399995803833,90.25,1211.8599853515625,11.449999809265137,59.630001068115234,4.109000205993652,1.1981070041656494
2005-07-11,425.5,7.068999767303467,89.45999908447266,1219.43994140625,11.279999732971191,58.91999816894531,4.1020002365112305,1.20689857006073
2005-07-12,426.29998779296875,7.047999858856201,88.41000366210938,1222.2099609375,10.949999809265137,60.619998931884766,4.140999794006348,1.223002314567566
2005-07-13,423.8999938964844,7.0329999923706055,89.30999755859375,1223.2900390625,10.84000015258789,60.0099983215332,4.163000106811523,1.208006739616394
2005-07-14,419.6000061035156,6.960999965667725,89.4000015258789,1226.5,10.8100004196167,57.79999923706055,4.179999828338623,1.2093945741653442
2005-07-15,420.70001220703125,6.955999851226807,89.72000122070312,1227.9200439453125,10.329999923706055,58.09000015258789,4.175000190734863,1.204601526260376
2005-07-18,420.5,6.973999977111816,89.63999938964844,1221.1300048828125,10.770000457763672,57.31999969482422,4.2230000495910645,1.2056035995483398
2005-07-19,419.70001220703125,6.953999996185303,89.8499984741211,1229.3499755859375,10.449999809265137,57.459999084472656,4.189000129699707,1.2029930353164673
2005-07-20,421.70001220703125,7.038000106811523,89.33999633789062,1235.199951171875,10.229999542236328,56.720001220703125,4.177000045776367,1.2158055305480957
2005-07-21,425.3999938964844,7.105999946594238,88.93000030517578,1227.0400390625,10.970000267028809,57.130001068115234,4.2820000648498535,1.2161011695861816
2005-07-22,424.70001220703125,7.085999965667725,89.63999938964844,1233.6800537109375,10.520000457763672,58.650001525878906,4.2230000495910645,1.2060980796813965
2005-07-25,425.70001220703125,7.11299991607666,89.5999984741211,1229.030029296875,11.100000381469727,59.0,4.247000217437744,1.2065054178237915
2005-07-26,423.3999938964844,6.993000030517578,90.0,1231.1600341796875,10.989999771118164,59.20000076293945,4.238999843597412,1.2017064094543457
2005-07-27,424.70001220703125,7.014999866485596,89.7300033569336,1236.7900390625,10.359999656677246,59.11000061035156,4.261000156402588,1.2066947221755981
2005-07-28,427.29998779296875,7.173999786376953,89.33999633789062,1243.719970703125,10.520000457763672,59.939998626708984,4.196000099182129,1.213194727897644
2005-07-29,429.8999938964844,7.23799991607666,89.3499984741211,1234.1800537109375,11.569999694824219,60.56999969482422,4.285999774932861,1.2124004364013672
2005-08-01,431.8999938964844,7.281000137329102,88.80000305175781,1235.3499755859375,12.079999923706055,61.56999969482422,4.318999767303467,1.218397855758667
2005-08-02,431.8999938964844,7.23799991607666,88.76000213623047,1244.1199951171875,11.75,61.88999938964844,4.335999965667725,1.219393253326416
2005-08-03,436.8999938964844,7.283999919891357,87.98999786376953,1245.0400390625,11.829999923706055,60.86000061035156,4.300000190734863,1.23350191116333
2005-08-04,437.8999938964844,7.230000019073486,87.80000305175781,1235.8599853515625,12.520000457763672,61.380001068115234,4.318999767303467,1.2384973764419556
2005-08-05,437.20001220703125,7.13700008392334,88.05999755859375,1226.4200439453125,12.479999542236328,62.310001373291016,4.392000198364258,1.2365983724594116
2005-08-08,434.70001220703125,6.995999813079834,87.91999816894531,1223.1300048828125,13.210000038146973,63.939998626708984,4.419000148773193,1.235101580619812
2005-08-09,434.20001220703125,7.015999794006348,87.88999938964844,1231.3800048828125,12.399999618530273,63.06999969482422,4.394000053405762,1.2378076314926147
2005-08-10,436.5,7.060999870300293,87.61000061035156,1229.1300048828125,12.380000114440918,64.9000015258789,4.4039998054504395,1.2386049032211304
2005-08-11,445.5,7.169000148773193,87.0999984741211,1237.81005859375,12.420000076293945,65.80000305175781,4.334000110626221,1.247302770614624
2005-08-12,445.8999938964844,7.076000213623047,86.9800033569336,1230.3900146484375,12.739999771118164,66.86000061035156,4.23799991607666,1.2444931268692017
2005-08-15,442.20001220703125,6.953000068664551,87.31999969482422,1233.8699951171875,12.260000228881836,66.2699966430664,4.269999980926514,1.2371032238006592
2005-08-16,446.1000061035156,7.0329999923706055,87.43000030517578,1219.3399658203125,13.520000457763672,66.08000183105469,4.2270002365112305,1.234994888305664
2005-08-17,439.8999938964844,6.985000133514404,88.0,1220.239990234375,13.300000190734863,63.25,4.2729997634887695,1.2278074026107788
2005-08-18,439.5,6.989999771118164,88.58999633789062,1219.02001953125,13.420000076293945,63.27000045776367,4.216000080108643,1.218397855758667
2005-08-19,437.20001220703125,7.0,88.58000183105469,1219.7099609375,13.420000076293945,65.3499984741211,4.210999965667725,1.2154951095581055
2005-08-22,438.1000061035156,7.053999900817871,88.13999938964844,1221.72998046875,13.420000076293945,65.44999694824219,4.218999862670898,1.223406195640564
2005-08-23,439.3999938964844,6.961999893188477,88.08000183105469,1217.5899658203125,13.34000015258789,65.70999908447266,4.186999797821045,1.2234959602355957
2005-08-24,437.29998779296875,6.918000221252441,87.91000366210938,1209.5899658203125,14.170000076293945,67.31999969482422,4.178999900817871,1.227400541305542
2005-08-25,438.3999938964844,6.828000068664551,87.63999938964844,1212.3699951171875,13.729999542236328,67.48999786376953,4.159999847412109,1.230193853378296
2005-08-26,437.3999938964844,6.739999771118164,87.86000061035156,1205.0999755859375,13.720000267028809,66.12999725341797,4.189000129699707,1.2294074296951294
2005-08-29,437.0,6.730000019073486,88.25,1212.280029296875,13.520000457763672,67.19999694824219,4.172999858856201,1.2234959602355957
2005-08-30,431.20001220703125,6.690999984741211,88.3499984741211,1208.4100341796875,13.649999618530273,69.80999755859375,4.090000152587891,1.2218068838119507
2005-08-31,433.79998779296875,6.781000137329102,87.58000183105469,1220.3299560546875,12.600000381469727,68.94000244140625,4.019999980926514,1.234095573425293
2005-09-01,442.29998779296875,6.966000080108643,86.55000305175781,1221.5899658203125,13.149999618530273,69.47000122070312,4.019000053405762,1.2490007877349854
2005-09-02,444.20001220703125,7.0,86.30000305175781,1218.02001953125,13.569999694824219,67.56999969482422,4.0289998054504395,1.2533055543899536
2005-09-06,444.3999938964844,7.031000137329102,86.56999969482422,1233.3900146484375,12.930000305175781,65.95999908447266,4.085000038146973,1.245795488357544
2005-09-07,444.8999938964844,7.051000118255615,86.97000122070312,1236.3599853515625,12.520000457763672,64.37000274658203,4.138000011444092,1.2416036128997803
2005-09-08,446.70001220703125,6.966000080108643,87.04000091552734,1231.6700439453125,12.930000305175781,64.48999786376953,4.138999938964844,1.2394031286239624
2005-09-09,449.0,7.002999782562256,86.88999938964844,1241.47998046875,11.979999542236328,64.08000183105469,4.123000144958496,1.2410951852798462
2005-09-12,449.70001220703125,6.998000144958496,87.70999908447266,1240.56005859375,11.649999618530273,63.33000183105469,4.169000148773193,1.2291052341461182
2005-09-13,446.1000061035156,6.942999839782715,87.75,1231.199951171875,12.390000343322754,63.11000061035156,4.133999824523926,1.2280033826828003
2005-09-14,449.79998779296875,6.986000061035156,87.66999816894531,1227.1600341796875,12.90999984741211,65.08999633789062,4.168000221252441,1.2278977632522583
2005-09-15,455.5,7.019000053405762,88.12999725341797,1227.72998046875,12.489999771118164,64.75,4.214000225067139,1.2236007452011108
2005-09-16,459.5,7.229000091552734,88.05000305175781,1237.9100341796875,11.220000267028809,63.0,4.26200008392334,1.223900318145752
2005-09-19,466.70001220703125,7.3379998207092285,88.44000244140625,1231.02001953125,12.140000343322754,67.38999938964844,4.247000217437744,1.2139016389846802
2005-09-20,466.20001220703125,7.315000057220459,88.5999984741211,1221.3399658203125,12.640000343322754,66.2300033569336,4.243000030517578,1.2119008302688599
2005-09-22,466.6000061035156,7.353000164031982,88.55999755859375,1214.6199951171875,13.329999923706055,66.5,4.176000118255615,1.2154065370559692
2005-09-23,463.5,7.2729997634887695,89.20999908447266,1215.2900390625,12.960000038146973,64.19000244140625,4.248000144958496,1.2040939331054688
2005-09-26,465.8999938964844,7.307000160217285,89.11000061035156,1215.6300048828125,13.039999961853027,65.81999969482422,4.294000148773193,1.2073066234588623
2005-09-27,462.6000061035156,7.270999908447266,89.5999984741211,1215.6600341796875,12.760000228881836,65.06999969482422,4.301000118255615,1.2018941640853882
2005-09-28,469.70001220703125,7.3470001220703125,89.47000122070312,1216.8900146484375,12.630000114440918,66.3499984741211,4.26200008392334,1.2061998844146729
2005-09-29,472.20001220703125,7.493000030517578,89.4000015258789,1227.6800537109375,12.239999771118164,66.79000091552734,4.289000034332275,1.2020964622497559
2005-09-30,469.0,7.458000183105469,89.5199966430664,1228.81005859375,11.920000076293945,66.23999786376953,4.328000068664551,1.2028049230575562
2005-10-03,466.1000061035156,7.4029998779296875,90.12999725341797,1226.699951171875,12.460000038146973,65.47000122070312,4.386000156402588,1.1912987232208252
2005-10-04,466.1000061035156,7.375,90.0999984741211,1214.469970703125,13.199999809265137,63.900001525878906,4.375999927520752,1.1918951272964478
2005-10-05,466.1000061035156,7.427999973297119,89.9800033569336,1196.3900146484375,14.550000190734863,62.790000915527344,4.361000061035156,1.2012012004852295
2005-10-06,471.8999938964844,7.547999858856201,88.66000366210938,1191.489990234375,14.960000038146973,61.36000061035156,4.366000175476074,1.2171964645385742
2005-10-07,474.70001220703125,7.724999904632568,89.16999816894531,1195.9000244140625,14.59000015258789,61.84000015258789,4.361000061035156,1.213003396987915
2005-10-11,477.1000061035156,7.824999809265137,89.97000122070312,1184.8699951171875,15.630000114440918,63.529998779296875,4.383999824523926,1.1984946727752686
2005-10-12,473.8999938964844,7.788000106811523,89.62999725341797,1177.6800537109375,16.219999313354492,64.12000274658203,4.440999984741211,1.2028049230575562
2005-10-13,471.1000061035156,7.684999942779541,89.80999755859375,1176.8399658203125,16.469999313354492,63.08000183105469,4.474999904632568,1.2018941640853882
2005-10-14,469.20001220703125,7.814000129699707,89.3499984741211,1186.5699462890625,14.869999885559082,62.630001068115234,4.491000175476074,1.2077003717422485
2005-10-17,474.1000061035156,7.827000141143799,89.80000305175781,1190.0999755859375,14.670000076293945,64.36000061035156,4.488999843597412,1.20110023021698
2005-10-18,472.1000061035156,7.788000106811523,90.29000091552734,1178.1400146484375,15.329999923706055,63.20000076293945,4.480999946594238,1.195500135421753
